place_type_token,row_count,geonames_signal_count,geonames_signal_present,canonical_type_id,canonical_type_label,distinction_root_type_id,distinction_root_type_label,mapping_rule,needs_review,review_bucket,quality_star,quality_star_reason,is_fully_triangulated,wikidata_match_qid,wikidata_match_label,wikidata_match_description,wikidata_type_qids,wikidata_type_labels,wikidata_geo_score,wikidata_geo_matches,wikidata_label_match_strength,wikidata_geo_pids_present,wikidata_geo_pid_count,wikidata_time_pids_present,wikidata_time_pid_count,wikidata_periodo_ids,wikidata_start_time_values,wikidata_end_time_values,wikidata_error
mine,247,2,true,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,exact:mine,false,AUTO_MAPPED,silver_star,canonical_exact_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
architecturalcomplex,246,26,true,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
amphitheatre,224,34,true,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q54831:amphitheatre,theater,theatre",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q54831,amphitheatre,open-air venue used for entertainment and performances,Q11183017|Q18674739,sylvan theater|event venue,3,"amphitheatre,theater,theatre",3,,0,,0,,,,
water-open,201,25,true,WATER_FEATURE,Water Feature,PHYSICAL_FEATURE,Physical Feature,exact:water-open,false,AUTO_MAPPED,silver_star,canonical_exact_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
province,186,37,true,REGION,Region,SETTLEMENT_TYPE,Settlement Type,exact:province,false,AUTO_MAPPED,silver_star,canonical_exact_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
tower-defensive,185,3,true,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
townhouse,178,0,false,SETTLEMENT,Settlement,SETTLEMENT_TYPE,Settlement Type,heuristic:settlement_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
lake,165,22,true,WATER_FEATURE,Water Feature,PHYSICAL_FEATURE,Physical Feature,exact:lake,false,AUTO_MAPPED,silver_star,canonical_exact_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
city-gate,156,10,true,SETTLEMENT,Settlement,SETTLEMENT_TYPE,Settlement Type,heuristic:settlement_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
centuriation,144,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q1230314,centuriation,Roman methoid of land measurement,Q1799072,method,0,none,3,,0,,0,,,,
labeled feature,143,4,true,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,LOW_SIGNAL_SKIP_REVIEW,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
city-block,135,0,false,SETTLEMENT,Settlement,SETTLEMENT_TYPE,Settlement Type,heuristic:settlement_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
fortlet,135,0,false,DEFENSIVE_BUILT_FEATURE,Defensive Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,heuristic:defensive_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
fortified-settlement,131,15,true,SETTLEMENT,Settlement,SETTLEMENT_TYPE,Settlement Type,heuristic:settlement_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
nuraghe,113,3,true,ARCHAEOLOGICAL_SITE,Archaeological Site,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q2208873:archaeological,site",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q2208873,nuraghe Sa Mandra ’e sa Giua,"nuraghe at Ossi, Sardinia",Q33506|Q688292|Q839954,museum|nuraghe|archaeological site,2,"archaeological,site",2,P131|P17|P625,3,,0,,,,
archipelago,112,16,true,LAND_FEATURE,Land Feature,PHYSICAL_FEATURE,Physical Feature,"wikidata:Q33837:archipelago,island",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q33837,archipelago,collection of islands including the water around them; use island group (Q1402592) for a collection of islands excluding neighbouring water,Q1402592|Q205895,island group|landmass,2,"archipelago,island",3,,0,,0,,,,
province-2,112,47,true,REGION,Region,SETTLEMENT_TYPE,Settlement Type,heuristic:admin_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
wall-2,112,1,true,DEFENSIVE_BUILT_FEATURE,Defensive Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,heuristic:defensive_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
cave,111,4,true,LAND_FEATURE,Land Feature,PHYSICAL_FEATURE,Physical Feature,wikidata:Q2495040:cave,false,AUTO_MAPPED,gold_star,fully_triangulated_wikidata_pleiades_geonames_temporal_geo,true,Q2495040,CAVE,video game company,Q1137109|Q210167,video game publisher|video game developer,1,cave,3,P17,1,P571,1,,+1994-06-15T00:00:00Z,,
deme-attic,110,20,true,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
shrine,108,3,true,SACRED_BUILT_FEATURE,Sacred Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,heuristic:sacred_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
tell,105,7,true,ARCHAEOLOGICAL_SITE,Archaeological Site,MAN_MADE_STRUCTURE,Man-Made Structure,exact:tell,false,AUTO_MAPPED,silver_star,canonical_exact_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
hill,102,16,true,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q5761944:villa,false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q5761944,Hill,"village and civil parish in Gloucestershire, UK",Q1115575|Q532,civil parish|village,1,villa,3,P131|P17|P625,3,,0,,,,
hillfort,101,2,true,DEFENSIVE_BUILT_FEATURE,Defensive Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,heuristic:defensive_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
spring,95,2,true,WATER_FEATURE,Water Feature,PHYSICAL_FEATURE,Physical Feature,"wikidata:Q124714:spring,water",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q124714,spring,terrestrial water source,Q10713454|Q134301386|Q15324|Q35145263,water source|E26 Physical Feature|body of water|natural geographic object,2,"spring,water",3,,0,,0,,,,
city-wall,93,10,true,SETTLEMENT,Settlement,SETTLEMENT_TYPE,Settlement Type,heuristic:settlement_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
ruin,93,10,true,ARCHAEOLOGICAL_SITE,Archaeological Site,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q134964701:ruin,false,AUTO_MAPPED,silver_star,wikidata_identity_without_geo_time,false,Q134964701,RUIN,video game developed by Red Mouse Games and Hung Moose Studios,Q7889,video game,1,ruin,3,,0,,0,,,,
dam,84,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q12323:dam,structure",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q12323,dam,barrier that impounds water or underground streams,Q105190|Q121359|Q264661|Q332907|Q811979,levee|infrastructure|obstacle|barrier structure|architectural structure,2,"dam,structure",3,,0,,0,,,,
castle,83,6,true,DEFENSIVE_BUILT_FEATURE,Defensive Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q23413:castle,fort",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q23413,castle,"type of fortified structure built in Europe, Asia and the Middle East during the Middle Ages by nobility",Q57821|Q811102,fortification|type of building,2,"castle,fort",3,,0,,0,,,,
pass,82,5,true,TRANSPORT_FEATURE,Transport Feature,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q37489014:pass,false,AUTO_MAPPED,silver_star,wikidata_identity_without_geo_time,false,Q37489014,Pass,family name,Q101352,family name,1,pass,3,,0,,0,,,,
archive-repository,77,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q2061727,archive repository,,Q9158768,storage,0,none,0,,0,,0,,,,
production,77,14,true,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q64190570,Production Library Audio Recordings,series in the National Archives and Records Administration's holdings,Q2668072,collection,0,none,2,P276,1,,0,,,,
arch,69,4,true,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q12277:structure,false,AUTO_MAPPED,silver_star,wikidata_identity_without_geo_time,false,Q12277,arch,vertical curved structure that spans a space and may or may not support a load,Q391414,architectural element,1,structure,3,,0,,0,,,,
canal,69,3,true,TRANSPORT_FEATURE,Transport Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q2479455:canal,station",false,AUTO_MAPPED,gold_star,fully_triangulated_wikidata_pleiades_geonames_temporal_geo,true,Q2479455,Canal,Madrid Metro station,Q22808403|Q928830,underground station|metro station,2,"canal,station",3,P131|P17|P625,3,P571,1,,+1998-10-16T00:00:00Z,,
acropolis,67,22,true,ARCHAEOLOGICAL_SITE,Archaeological Site,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q131668:archaeological,site",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q131668,acropolis,"defensible hilltop used as a settlement's religious, military, and/or political center",Q677678|Q839954|Q88291,fortified town|archaeological site|citadel,2,"archaeological,site",3,,0,,0,,,,
monastery,66,2,true,SACRED_BUILT_FEATURE,Sacred Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,exact:monastery,false,AUTO_MAPPED,silver_star,canonical_exact_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
building,65,1,true,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,heuristic:built_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
false toponym,63,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
plain,61,2,true,LAND_FEATURE,Land Feature,PHYSICAL_FEATURE,Physical Feature,exact:plain,false,AUTO_MAPPED,silver_star,canonical_exact_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
garden-hortus,56,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
basilica,54,3,true,SACRED_BUILT_FEATURE,Sacred Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,exact:basilica,false,AUTO_MAPPED,silver_star,canonical_exact_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
estate,54,6,true,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q12292478:structure,false,AUTO_MAPPED,silver_star,wikidata_identity_without_geo_time,false,Q12292478,estate,comprises the buildings and supporting farmland and woods of a very large property,Q1497375|Q811979|Q845132,architectural ensemble|architectural structure|landed property,1,structure,3,,0,,0,,,,
military-installation-or-camp-temporary,53,0,false,DEFENSIVE_BUILT_FEATURE,Defensive Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,heuristic:defensive_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
urban,53,31,true,SETTLEMENT,Settlement,SETTLEMENT_TYPE,Settlement Type,wikidata:Q702492:settlement,false,AUTO_MAPPED,silver_star,wikidata_identity_without_geo_time,false,Q702492,urban area,large area with high population density and infrastructure of built environment,Q486972,human settlement,1,settlement,2,,0,,0,,,,
district,50,0,false,REGION,Region,SETTLEMENT_TYPE,Settlement Type,exact:district,false,AUTO_MAPPED,silver_star,canonical_exact_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
forum,50,5,true,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q1062780:forum,structure",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q1062780,forum,public square in a Roman municipium,Q14752696|Q174782,ancient Roman structure|square,2,"forum,structure",3,,0,,0,,,,
street,47,0,false,TRANSPORT_FEATURE,Transport Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q79007:port,road,street",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q79007,street,public thoroughfare in a built environment like a village or city,Q34442|Q376799|Q811979,road|transport infrastructure|architectural structure,3,"port,road,street",3,P276,1,,0,,,,
abbey,44,9,true,SACRED_BUILT_FEATURE,Sacred Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,exact:abbey,false,AUTO_MAPPED,silver_star,canonical_exact_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
well,42,0,false,WATER_FEATURE,Water Feature,PHYSICAL_FEATURE,Physical Feature,"wikidata:Q43483:spring,water",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q43483,water well,excavation or structure created in the ground to access groundwater,Q10713454|Q118276030|Q124714|Q867393,water source|well|spring|amenity,2,"spring,water",2,,0,,0,,,,
plaza,41,11,true,SETTLEMENT,Settlement,SETTLEMENT_TYPE,Settlement Type,"wikidata:Q2997369:city,town",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q2997369,plaza,public square in the center of a town or city,Q174782,square,2,"city,town",3,,0,,0,,,,
tower-single,39,1,true,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
palace,38,1,true,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q16560:building,palace,structure",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q16560,palace,"grand residence, especially a royal or episcopal residence",Q3947|Q41176|Q784969|Q811102|Q811979,house|building|architectural typology|type of building|architectural structure,3,"building,palace,structure",3,,0,,0,,,,
reservoir,38,0,false,WATER_FEATURE,Water Feature,PHYSICAL_FEATURE,Physical Feature,"wikidata:Q131681:lake,water",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q131681,reservoir,artificial lake impounded using a dam or lock to store water,Q11727010|Q2551525|Q3215290,lac de barrage|water reservoir|artificial lake,2,"lake,water",3,,0,,0,,,,
tribus,36,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q484861,Tribuswinkel,locality in Baden District,Q11183787,Ortschaft,1,district,0,P131|P17|P625,3,,0,,,,
earthwork,35,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q326478,land art,form of art creation in which landscape and the work of art are inextricably linked,Q1792379|Q557141|Q968159,art genre|public art|art movement,1,cape,0,,0,,0,,,,
defensive-wall,34,7,true,DEFENSIVE_BUILT_FEATURE,Defensive Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,heuristic:defensive_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
